text,rationale
"Roll all the way around in a circle where a hemisphere just kind of rolls in place.  So that could have been something that you could have distinguished.  But that was a good guess.  All right.  We’ll do one more for today.  Student. Come right up.  Don’t tell us.  Try to pick one that you think will trick the audience or be tricky to figure out. Okay, we need to be good listeners.",1
Very good.  Excellent job.  All right boys and girls what I’d like you to do right now is put this paper where you were describing the solids please put it in your red math folder.  Close up your binders and return to your seats.,0
"I like how nicely Student is moving quietly, pushing her chair in.  Student just bring your chair around in front. Student.  Excellent.",0
"Okay.  Student A, the directions were [inaudible].  All right, [inaudible], I’ll wait.  I’ll wait.  The warm-up, the warm- up is gonna be on this sheet.  I’m gonna give you guys three minutes – you look at this graph which is the same graph on the board.  You are going to count the number of students, number of boys, number of girls.  Same as yesterday.",0
"Look up here, look up here.",0
"[inaudible]  Don’t come up to me – I’m working with somebody. I’ll come to you.  Or, Student C seems to understand what’s going on – Student G seems to understand.  You can come to them.  Yes?  [inaudible] the answer, so what don’t you understand?",1
"For H?  The first thing you have to do is find how many girls – first find the fraction of girls that chose red and pink. That’s the first thing.  Because they want a percentage and [inaudible] the fraction.  You’re [inaudible] the boys. You get your fraction then the percentage, do the same thing with boys, and then you compare [inaudible].  Sit down.",0
Sit down.  Sit down.  How’d you get these numbers?,0
"If you want help with H, come to the carpet.  Or we can close it, that’s fine.  All right.  You shouldn’t have a board – no one should have a board.  I didn’t give boards out.  If you need help with H, come to the carpet. Student D, do you need help with H?  All right.",1
"All right, pencils down.  Pencils down.  I need you – I’ll explain this now.  All right, sit down, Student C, thank you. Student D, Student M, I don’t appreciate the talking. Put your pencils down.  Okay.  So, this is probably one of the easiest – I’ll wait for Christopher.  Thank you, Christopher, thank you.  This is probably one of the easiest steps.  It is really number of students, it’s just adding the total of boys and girls.  The different ways you can do it, the way I did it, is first I counted the number of boys.  Which is 13.  Then I counted the number of girls – and then added the two together.  And I got 37.  You could have done it differently.  You could have added everything and got 37.  And you could add the boys then add the girls.  I did it a different way, that’s all.  So show me a thumbs up if you got this, these numbers.  I got one, two, three [inaudible].  Thank you.  Set 4 plus 2 is 6, plus 1 is 7.  7 plus 6 is 13.  6 plus 5 is 11.  Plus 7 is 18.  18 plus 6 is 24.  What we’re gonna be doing today is I’m gonna be teaching you how to interpret a graph.  What does that mean, interpret?  Anybody know what interpret means?  Student C?",0
"Is that it, or do I – what am I looking – sit down.  Sit down. 12 what, Student D?",0
"Where do I put it?  You want to come up here and show me? Student D, you need to be on the carpet.",0
"How [inaudible] 75?  Do the fraction first before [inaudible]. Student A, please get out of that chair.  Student M – I’ll run over H.  I don’t think you were paying attention but then you did it, right?  That’s what Student A [inaudible]. Got number 13?  So what did you add up?",0
All right.  I’m gonna give you your exit card.  That means you have to answer this question in order to go to special.,1
"I need everybody in their seats.  In five, four, three, two -",0
"One.  When I give you the graph paper write your name and the date on it, and wait for further instructions.  You [inaudible]  Student A, you need to go to your seat.",0
"Student C, you need to go to your seat.  The directions are be in your seat in three, two, one.  Second direction.  Second direction, write your name and the date on the graph paper. Student D, you’re part of this.  You’re part of this.  You have graph paper, Student D?  It was, go to your seat, put your name and the date on the graph paper.  I’m gonna put a problem on the board.  It should take you – if you were paying attention – about two minutes to do it.  When you’re done with it your thumbs are gonna be up. I’ll check it and I’ll send you to special.  Put your name and the date on the graph paper.  All right, here’s your question.  What percentage – don’t say it out loud, you’re gonna do it on your sheet – what percentage of students chose blue as their favorite color?  Show me the work.",0
"On your graph paper.  No, based on that, on the graph.  And to answer your question from that graph – this question right here from that graph.  Don’t talk out loud.  That’s not a percentage.",0
"Student W, you have the first part right.  You have this part. Take it to here.  Look here for your example.  You have a calculator.  Look at the example.  To take it from a fraction to a percent, look at the example.  Okay, go to special.  Put your calculator in the bucket right there, okay?",0
