text,cm
"You decide, and then ask Student E to match it.  And then you outline it, okay? Okay, don’t start pulling them apart.  Let’s see if we have some other triangles in here.  Well, [inaudible] find them, and then we can always just use those.  Okay, so what are we doing here?  Waiting?  Okay, we weren’t going to use these.  We were only using the yellow ones.  The green, the blue, and the red, okay?  Thanks.  Because we want them all to be similar.",FALSE
"Just go get yourself a piece of paper and begin.  [Inaudible]. Now, you have you’re [inaudible].",FALSE
"People did not write on it whether it was symmetrical or asymmetrical.  Do you think that’s symmetrical?  Okay, let’s try it.  So, Student L believes that this is symmetrical.  I’m going to tape it, so it doesn’t move around.  See if you can find anymore symmetrical ones in there, Student R.",FALSE
"Student K, it's a video recording device, so you really don't So sentences one and two are all set.  Ready to move on?",FALSE
"Good.  Let's go to the average problem.  A synonym for average is mean, not like a  person is really mean, but a mean you can find for a set of data and it's the same thing as finding the average.  Tell me something about finding the average for a group of numbers.  Student K?",FALSE
1.  Bring down your 4.  7 goes into 14?,FALSE
"Okay, so 2, put 140, subtract, and you get?",FALSE
6.  Subtract and you get?,FALSE
"2 times.  6 and you subtract and you get zero.  $31.22.  The more you practice the better you will get at these.  31. Some of you are just having a hard time because I’m watching you all, you’re wanting to use your multiplication tables.  That means you don’t know your facts good.  You need to be studying them every night at home if you’re having a hard time.  That is a skill you must know before you come to 5th grade. 4 goes into 9 and 64/1000ths.  Put your decimal up top.  4 goes 9?",FALSE
"No, that’s the last one, that’s 31.  Yes, Student P?",FALSE
6 plus 9.,FALSE
How much how many tires cost?,FALSE
Student A?,FALSE
Student A?,FALSE
Student A?,FALSE
"One pile on your desks, please.  Put everything away now.  Our math lesson is starting.  Student A, will you collect them please?  You need to be focused on this question.  Ask me once more and your name goes on the board.  Student A is collecting them.  All right, boys and girls.  5, 4, 3, 2, 1, 0.  Eyes up here, please.  I'm at 0.  Put it on my desk. Student P, are you still talking?  Yes or no?  Going to keep it up?  I don't see all eyes from the Nikes.  Who can tell me what this shape is called?  There's three different names we could call this shape.  Student A, what is one?",TRUE
"What is that point called where two line segments meet?  It's called a what, Student L?",FALSE
"Now last week, Student A, we used these polygons.  What did we do with these polygons last week?  Student T, eyes up here. What did we do with these polygons last week?",TRUE
"Build it for me.  Let me see.  That doesn't look like that. Silence from you two.  Next word I hear from either one of you, you go on the board.  You're talking nonsense.  I'm coming back, so keep going.  I'll come back.  Nice work. You need to label the right angles.  Have you labeled the right angle?  Can you fill in Student S on what we're doing?  It's tricky.  You made the same shapes, just a different size.  One of those is okay.  Does that have a right angle?  When people don't try, that's when I get a little upset.  Put those together and what do you get? Where's the right angle?  Right in the middle there.  All it takes is trying, right?  You need to be putting shapes together.  You cannot use just one.  Where is your right angle?  You have 1, 2, 3, 4, 5, 6.  You have six right angles right there.  You have about five more minutes.  You should have at least six shapes with right angles.  That one's too big.  What about try these?",TRUE
He used that little square in the corner that said this is a corner.  A corner is the same thing as a right angle.  Can anyone tell me how many degrees a right angle has?  What's the measure of a right angle?,FALSE
Student A?,FALSE
"Raise your hand if you think there's five obtuse angles in Student T's shape.  Raise your hand if you think there is more or less than five obtuse.  Student Z, what do you think?",FALSE
"Three, Student A?  Student A?",FALSE
"Raise your hand if you think we met both of our goals for today.If you're not raising your hand, you're not listening to my question.We just went over the fact that we met both of our goals.Raise your hand if you think we met both of our goals today.",TRUE
10 what?,FALSE
Right.  So how many groups of 15 is that?,FALSE
"25?  No.  Count by fives.  25, 30, 35, 40.  So three groups of 5 is what?",FALSE
"I'm going to stand here so no on trips over anything.Group one, over here.Group two, over here.Watch out.That's what time it is.Group one, group two, group three goes here, group four.Your time is fine.Group four right there.I know you're not in a group yet, but I'm going to put you in a group.",TRUE
"Multiply numbers with two digits in it.  We have multiplied numbers before with two and one digit.  For example what you have seen before is this: you have seen – let’s say 25 times 5; this is a two-digit number by – multiplication sign means by – and this is a one-digit number, agree?",FALSE
"All right, awesome.  So my first step is to do what?  Who can walk me through this?  Student J?",FALSE
Five times three.  Am I done?,FALSE
Ten time three is thirty.,FALSE
"It is very, very, very important.  It looks easy, right?  And you’re able to do it with your partner pretty easily. However, this is what you must do; this number is broken in 27, right, 20 and 7; this number is broken into 10 and 4. You must multiply 20 times 10, 20 times 4.  What [ever] I’ve done.  Multiply the 20 by the 14.  Do you understand that?",FALSE
"Okay, good.  So you’re doing it breaking two numbers apart which is what we did before.  So you can finish it up; we’ve done that already.  We’re looking for a different strategy, meaning a different way to solve the problem.",FALSE
Tens.  So he really said 10 times 27.  There are also people who do it even simpler and I’m going to show you another way step-by-step.,FALSE
Two.  Add them both together and that’s how you get the 378.,FALSE
"Student G, I need you where you're supposed to be.Okay.Let's take a look at problem one here.What I want you to do is we're going to look at problem one, and we're going to think about what the objective is today about breaking apart larger numbers into smaller, friendly numbers.",FALSE
"Yeah, just depends how you're going to do it.  You wrote an equation.  Now I just want you to write your answer in a complete sentence.  Just wait.  Very good, Student D.",FALSE
"You didn't, but that's all right.  At least he's doing something. You know how to do it.  Now you have to figure out how you're going to do it.",FALSE
Okay.,FALSE
I want you to think about these as arrays.,FALSE
"Okay, yeah, we can do that, sure.  I just didn't understand what you were saying there.  He said I can break it up into a 6, 4, and a 2, because 6 plus 4 plus 2 equals 12. There's other ways I can do it.  What are some other ways that I can do this problem?  What are some other ways I can break it up?",FALSE
